"Date","DailyDischarge","DailySSC","DailySuspendedSediment","DailySSfines","DailySSsand","TotalSedimentDischarge","ProjectYear","TimeStamp"
"2011-09-15",19.1,53.9,89.1,88.5,0.6,105,"proj year 1","During"
"2011-09-16",18.7,54.1,87.3,86.7,0.6,103,"proj year 1","During"
"2011-09-17",17.7,54.1,82.9,82.4,0.6,98,"proj year 1","During"
"2011-09-18",17.5,54.2,81.7,81.2,0.6,96,"proj year 1","During"
"2011-09-19",19.1,54.2,89.4,88.8,0.6,105,"proj year 1","During"
"2011-09-20",17.4,54.2,81.4,80.9,0.6,96,"proj year 1","During"
"2011-09-21",16.2,54.1,75.8,75.3,0.5,89,"proj year 1","During"
"2011-09-22",18.4,54.1,86.3,85.7,0.6,101,"proj year 1","During"
"2011-09-23",27.7,54.3,130.1,129.2,0.9,153,"proj year 1","During"
"2011-09-24",24.8,54.1,115.9,115.1,0.8,136,"proj year 1","During"
"2011-09-25",21.9,54.1,102.3,101.6,0.7,120,"proj year 1","During"
"2011-09-26",33.9,126,369.5,353.1,16.4,435,"proj year 1","During"
"2011-09-27",86.1,106.9,794.6,757.5,37.1,935,"proj year 1","During"
"2011-09-28",41.8,104.3,376.3,355.6,20.7,443,"proj year 1","During"
"2011-09-29",28.7,84,208.5,198.1,10.3,245,"proj year 1","During"
"2011-09-30",23.2,81.1,162.7,155,7.6,191,"proj year 1","During"
"2011-10-01",20.6,84.2,149.9,142.4,7.5,176,"proj year 1","During"
"2011-10-02",19,87.5,143.5,135.8,7.7,169,"proj year 1","During"
"2011-10-03",23.1,89.4,178.4,168.4,9.9,210,"proj year 1","During"
"2011-10-04",30,91.2,236.2,222.7,13.6,278,"proj year 1","During"
"2011-10-05",34.6,95.7,286,268.8,17.3,337,"proj year 1","During"
"2011-10-06",29.6,90.7,232.2,219,13.2,273,"proj year 1","During"
"2011-10-07",27.4,84.6,200.6,190.4,10.2,236,"proj year 1","During"
"2011-10-08",26.2,81,183.2,174.6,8.6,215,"proj year 1","During"
"2011-10-09",22,78,148.3,141.9,6.5,174,"proj year 1","During"
"2011-10-10",19.6,79.8,135.3,129.6,5.7,159,"proj year 1","During"
"2011-10-11",46.8,103.7,419.5,399.8,19.7,494,"proj year 1","During"
"2011-10-12",75.6,158.3,1034.1,963.5,70.6,1217,"proj year 1","During"
"2011-10-13",48.6,121.8,511.6,477.6,33.9,602,"proj year 1","During"
"2011-10-14",37.9,95.7,313.5,296.1,17.4,369,"proj year 1","During"
"2011-10-15",32.1,85.3,236.8,224.6,12.1,279,"proj year 1","During"
"2011-10-16",28,80.7,195.2,183.3,11.9,230,"proj year 1","During"
"2011-10-17",26.9,76.7,178.4,166.8,11.6,210,"proj year 1","During"
"2011-10-18",26.6,75.6,173.5,162.3,11.3,204,"proj year 1","During"
"2011-10-19",23.8,282.2,580.3,438.1,142.3,683,"proj year 1","During"
"2011-10-20",23,147.4,293.3,232,61.4,345,"proj year 1","During"
"2011-10-21",24.5,172.6,366.2,277.1,89.1,431,"proj year 1","During"
"2011-10-22",30.8,184.1,489.1,371.5,117.6,575,"proj year 1","During"
"2011-10-23",38.8,210.1,704.4,529.7,174.7,829,"proj year 1","During"
"2011-10-24",30.4,166.8,438.1,333.4,104.7,515,"proj year 1","During"
"2011-10-25",26.9,149.1,346,265.7,80.3,407,"proj year 1","During"
"2011-10-26",26.8,143.6,333,257.3,75.7,392,"proj year 1","During"
"2011-10-27",23.1,148.4,295.7,228.4,67.2,348,"proj year 1","During"
"2011-10-28",20.9,143.7,259.2,202,57.2,305,"proj year 1","During"
"2011-10-29",29.9,135.1,348.7,273.1,75.7,410,"proj year 1","During"
"2011-10-30",24.9,123.4,265.1,211.9,53.2,312,"proj year 1","During"
"2011-10-31",28.1,112,271.8,221.8,50,320,"proj year 1","During"
"2011-11-01",24.2,107.7,225.2,184.4,40.8,265,"proj year 1","During"
"2011-11-02",22,106,201.6,165.7,36,237,"proj year 1","During"
"2011-11-03",22.2,103.1,197.6,162.8,34.8,233,"proj year 1","During"
"2011-11-04",20.8,102,183.5,151.6,31.9,216,"proj year 1","During"
"2011-11-05",19.6,95.7,162.1,136.3,25.8,191,"proj year 1","During"
"2011-11-06",18.6,92.8,149.3,126.3,23,176,"proj year 1","During"
"2011-11-07",17.9,92,142.3,120.4,21.9,167,"proj year 1","During"
"2011-11-08",17.5,93.9,142,119.7,22.3,167,"proj year 1","During"
"2011-11-09",17.2,92.8,137.7,116.3,21.4,162,"proj year 1","During"
"2011-11-10",17.8,97.8,150,126.2,23.9,177,"proj year 1","During"
"2011-11-11",19.4,102.6,172.3,144.1,28.2,203,"proj year 1","During"
"2011-11-12",27.6,116.8,278.1,225.1,53.1,327,"proj year 1","During"
"2011-11-13",23,111.6,221.8,180.1,41.7,261,"proj year 1","During"
"2011-11-14",21.3,104.3,192,157.7,34.4,226,"proj year 1","During"
"2011-11-15",19.7,101.3,172,142.1,29.9,202,"proj year 1","During"
"2011-11-16",18.4,104.9,167.1,137.6,29.5,197,"proj year 1","During"
"2011-11-17",32.2,128.9,358.4,288,70.4,422,"proj year 1","During"
"2011-11-18",29.6,154.9,395.6,302.7,92.9,465,"proj year 1","During"
"2011-11-19",24.1,152.2,316.8,240.3,76.4,373,"proj year 1","During"
"2011-11-20",21.5,132,244.9,189.6,55.3,288,"proj year 1","During"
"2011-11-21",20.9,119.4,215.7,171.4,44.3,254,"proj year 1","During"
"2011-11-22",58.5,300.5,1519.9,1141.1,378.8,1788,"proj year 1","During"
"2011-11-23",197.9,1513.9,25880,16731.6,9148.4,30447,"proj year 1","During"
"2011-11-24",111.7,935.4,9025.5,6088.3,2937.3,10618,"proj year 1","During"
"2011-11-25",77,483.4,3215.9,2191.1,1024.9,3783,"proj year 1","During"
"2011-11-26",59.8,416.7,2155,1483.7,671.2,2535,"proj year 1","During"
"2011-11-27",159.1,845,11613.5,7950.5,3663,13663,"proj year 1","During"
"2011-11-28",148.3,1050.6,13460,9384.3,4075.7,15835,"proj year 1","During"
"2011-11-29",93.9,466,3781.6,2706.8,1074.8,4449,"proj year 1","During"
"2011-11-30",75.3,251.9,1639.3,1217.9,421.4,1929,"proj year 1","During"
"2011-12-01",63.6,223,1224.9,920.4,304.5,1441,"proj year 1","During"
"2011-12-02",55.9,206.7,997.8,755.3,242.5,1174,"proj year 1","During"
"2011-12-03",49.9,170.4,734.1,568.9,165.3,864,"proj year 1","During"
"2011-12-04",45.4,165.1,648.4,500.2,148.2,763,"proj year 1","During"
"2011-12-05",41.8,164.9,595,463.7,131.3,700,"proj year 1","During"
"2011-12-06",38.6,138.6,462.6,374.3,88.3,544,"proj year 1","During"
"2011-12-07",36.5,121.2,382.1,315.4,66.7,450,"proj year 1","During"
"2011-12-08",34.4,113.7,337.6,282.2,55.3,397,"proj year 1","During"
"2011-12-09",32.6,103.5,291.3,246.7,44.6,343,"proj year 1","During"
"2011-12-10",31.4,99,268.9,230.7,38.2,316,"proj year 1","During"
"2011-12-11",30.1,92.8,241.4,209.3,32.1,284,"proj year 1","During"
"2011-12-12",28.5,86.8,213.8,187.9,25.9,252,"proj year 1","During"
"2011-12-13",27.2,84.6,198.6,175.4,23.2,234,"proj year 1","During"
"2011-12-14",26.5,81.7,186.9,165.9,21,220,"proj year 1","During"
"2011-12-15",25.6,78.4,173.1,154.9,18.2,204,"proj year 1","During"
"2011-12-16",24.6,77.4,164.6,147.8,16.8,194,"proj year 1","During"
"2011-12-17",24,77.2,160.2,143.8,16.4,189,"proj year 1","During"
"2011-12-18",24.7,77.2,165.1,148.5,16.7,194,"proj year 1","During"
"2011-12-19",24.1,99.7,207.2,176.8,30.4,244,"proj year 1","During"
"2011-12-20",22.7,194.5,382,294.8,87.2,449,"proj year 1","During"
"2011-12-21",22.3,135,260.6,215.4,45.2,307,"proj year 1","During"
"2011-12-22",21.2,197,361.2,276.6,84.6,425,"proj year 1","During"
"2011-12-23",20.8,157.2,282.7,222.4,60.4,333,"proj year 1","During"
"2011-12-24",21,148.2,269.4,209.4,60,317,"proj year 1","During"
"2011-12-25",22.5,144.8,281.3,220.8,60.5,331,"proj year 1","During"
"2011-12-26",23.1,142.3,283.8,222.7,61.2,334,"proj year 1","During"
"2011-12-27",23.4,143.1,288.8,226.5,62.3,340,"proj year 1","During"
"2011-12-28",95.9,647.6,5364.4,3839.1,1525.2,6311,"proj year 1","During"
"2011-12-29",140.1,1325.2,16045.5,10056.5,5989,18877,"proj year 1","During"
"2011-12-30",99.3,928,7961.7,4913.4,3048.3,9367,"proj year 1","During"
"2011-12-31",74.9,455.5,2946.1,2034.4,911.8,3466,"proj year 1","During"
"2012-01-01",61.2,342.9,1814.4,1315.4,498.9,2135,"proj year 1","During"
"2012-01-02",57,265.9,1309.2,990.1,319.1,1540,"proj year 1","During"
"2012-01-03",75.1,279.2,1812.7,1386.8,425.9,2133,"proj year 1","During"
"2012-01-04",94.2,299.9,2441.9,1870.9,571,2873,"proj year 1","During"
"2012-01-05",152.9,435.2,5748.6,4184.9,1563.7,6763,"proj year 1","During"
"2012-01-06",101.2,507.8,4437.7,3125,1312.6,5221,"proj year 1","During"
"2012-01-07",81.8,445.1,3144.2,2143.2,1001,3699,"proj year 1","During"
"2012-01-08",72.2,258.6,1612.4,1192.6,419.8,1897,"proj year 1","During"
"2012-01-09",64.6,206.8,1155.2,889.3,265.9,1359,"proj year 1","During"
"2012-01-10",56.6,178,870,690.8,179.2,1024,"proj year 1","During"
"2012-01-11",52,169.5,761.5,612.7,148.8,896,"proj year 1","During"
"2012-01-12",49.7,159.1,683.7,556.9,126.8,804,"proj year 1","During"
"2012-01-13",45.3,145.4,568.7,470.6,98.1,669,"proj year 1","During"
"2012-01-14",45.3,135.9,531.5,444.8,86.7,625,"proj year 1","During"
"2012-01-15",42.6,123.4,454.4,386.6,67.8,535,"proj year 1","During"
"2012-01-16",38.1,119.3,392.8,333.9,58.9,462,"proj year 1","During"
"2012-01-17",37.6,114.9,373.4,319,54.4,439,"proj year 1","During"
"2012-01-18",36.7,121,383.5,323.6,59.9,451,"proj year 1","During"
"2012-01-19",33.8,115,335.9,284.9,51,395,"proj year 1","During"
"2012-01-20",34.6,106.3,317.4,271.4,46,373,"proj year 1","During"
"2012-01-21",71.7,168.4,1043.1,830.2,212.9,1227,"proj year 1","During"
"2012-01-22",61.5,154.6,821.2,668.6,152.6,966,"proj year 1","During"
"2012-01-23",55.8,283.2,1365.4,996.2,369.3,1606,"proj year 1","During"
"2012-01-24",51.7,177.9,794.5,624.2,170.3,935,"proj year 1","During"
"2012-01-25",92.6,289.6,2316,1674.7,641.2,2725,"proj year 1","During"
"2012-01-26",80.7,260.5,1816.5,1335.3,481.2,2137,"proj year 1","During"
"2012-01-27",64.6,368.5,2057.4,1443.4,614,2421,"proj year 1","During"
"2012-01-28",55.6,247.1,1187,879.8,307.2,1396,"proj year 1","During"
"2012-01-29",80.4,328.4,2281.4,1618.8,662.6,2684,"proj year 1","During"
"2012-01-30",101.5,371,3253.1,2260.5,992.6,3827,"proj year 1","During"
"2012-01-31",79.3,245,1678.6,1242.8,435.9,1975,"proj year 1","During"
"2012-02-01",71.2,204.6,1258.6,966.5,292.1,1481,"proj year 1","During"
"2012-02-02",62.4,184.2,992.9,776.1,216.8,1168,"proj year 1","During"
"2012-02-03",56.9,166.2,817.3,653.6,163.7,962,"proj year 1","During"
"2012-02-04",53.5,158.6,732.6,590.6,142.1,862,"proj year 1","During"
"2012-02-05",49.8,145.9,627.7,514.9,112.7,738,"proj year 1","During"
"2012-02-06",46.6,136.5,550.2,455.3,94.9,647,"proj year 1","During"
"2012-02-07",44.9,132.1,512.2,427.1,85.1,603,"proj year 1","During"
"2012-02-08",43.4,115.4,432.5,370.6,61.9,509,"proj year 1","During"
"2012-02-09",46.5,115.8,465.3,398.7,66.7,547,"proj year 1","During"
"2012-02-10",60.2,121.7,633.4,539.1,94.3,745,"proj year 1","During"
"2012-02-11",61.2,105.9,560.1,494.7,65.4,659,"proj year 1","During"
"2012-02-12",56.5,96.7,472.4,426.3,46.1,556,"proj year 1","During"
"2012-02-13",51.9,100,448.8,401.6,47.1,528,"proj year 1","During"
"2012-02-14",47.9,100.3,415.5,370,45.5,489,"proj year 1","During"
"2012-02-15",43.4,100.1,375.5,334.3,41.2,442,"proj year 1","During"
"2012-02-16",42.3,99.4,363.3,322.2,41,427,"proj year 1","During"
"2012-02-17",40.3,95.2,331.7,295.7,36,390,"proj year 1","During"
"2012-02-18",50.8,118.8,521.3,445.2,76.1,613,"proj year 1","During"
"2012-02-19",46.9,112.2,454.4,392.7,61.7,535,"proj year 1","During"
"2012-02-20",40.9,107,378.6,328.8,49.8,445,"proj year 1","During"
"2012-02-21",45.8,110.3,436.4,375.9,60.5,513,"proj year 1","During"
"2012-02-22",72.1,151.3,942.6,763.3,179.3,1109,"proj year 1","During"
"2012-02-23",64.3,133.5,741.9,617.1,124.8,873,"proj year 1","During"
"2012-02-24",57.4,133.1,659.8,547.6,112.2,776,"proj year 1","During"
"2012-02-25",57.3,133.2,659.9,548.2,111.8,776,"proj year 1","During"
"2012-02-26",50.1,126.4,547.4,457.9,89.5,644,"proj year 1","During"
"2012-02-27",47.4,120.9,494.9,417,77.8,582,"proj year 1","During"
"2012-02-28",45.1,114.4,446,378.9,67.1,525,"proj year 1","During"
"2012-02-29",44.1,115.9,441.2,372.6,68.6,519,"proj year 1","During"
"2012-03-01",41.1,115.5,410,337.6,72.4,482,"proj year 1","During"
"2012-03-02",37,114.4,366.1,301.8,64.3,431,"proj year 1","During"
"2012-03-03",38.5,117.9,392.2,324.2,68,461,"proj year 1","During"
"2012-03-04",35.9,112.2,348.3,289.2,59.2,410,"proj year 1","During"
"2012-03-05",36.9,116.7,372.2,305.9,66.3,438,"proj year 1","During"
